instance_name,dist,gammas,taus,eps_case,Bank1_start,Bank2_start,hedgeT,closestNE_knownmat,closestNEdist_knownmat,closestNE_fresh1,closestNEdist_fresh1,closestNE_moving1,closestNEdist_moving1
"TG_mu0.2_sigma0.3[0.2, 0.3]--",TG_mu0.2_sigma0.3,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0014585599028264294,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.001374521185089557,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0017993029149818251
"TG_mu0.2_sigma0.3[0.2, 0.3]--",TG_mu0.2_sigma0.3,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0070675236222336535,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.006409832224421789,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0076182770329852175
"TG_mu0.2_sigma0.3[0.2, 0.3]--",TG_mu0.2_sigma0.3,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.05522069106258404,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.057605108247904775,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.05211911159219606
"TG_mu0.2_sigma0.3[0.2, 0.3]--",TG_mu0.2_sigma0.3,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.02746648406013573,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.03136895884263284,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.025319895058750454
"TG_mu0.2_sigma0.3[0.2, 0.3]--",TG_mu0.2_sigma0.3,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.24920584949304597,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.31529281184614455,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.22754912014935702
"TG_mu0.1_sigma0.3[0.1, 0.7]+-",TG_mu0.1_sigma0.3,"[0.1, 0.7]","[0.37037037037037035, 0.47619047619047616]",+-,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",5.4255871199474233e-36,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",9.371764359095338e-36,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",5.380483640749537e-35
"TG_mu0.1_sigma0.3[0.1, 0.7]+-",TG_mu0.1_sigma0.3,"[0.1, 0.7]","[0.37037037037037035, 0.47619047619047616]",+-,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",6.713348028729513e-36,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.0462221847603256e-30,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.2869633399392428e-35
"TG_mu0.1_sigma0.3[0.1, 0.7]+-",TG_mu0.1_sigma0.3,"[0.1, 0.7]","[0.37037037037037035, 0.47619047619047616]",+-,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.455280318386324e-30,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.2422789090721595e-29,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.1770893807855247e-28
"TG_mu0.1_sigma0.3[0.1, 0.7]+-",TG_mu0.1_sigma0.3,"[0.1, 0.7]","[0.37037037037037035, 0.47619047619047616]",+-,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.3077671337434944e-36,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3494170304083192e-27,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.0090633149444851e-36
"TG_mu0.1_sigma0.3[0.1, 0.7]+-",TG_mu0.1_sigma0.3,"[0.1, 0.7]","[0.37037037037037035, 0.47619047619047616]",+-,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",2.2773151163998713e-36,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.851785223071995e-36,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.4244384194926998e-36
"TG_mu0.1_sigma0.3[0.7, 0.8]--",TG_mu0.1_sigma0.3,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.012383615450607115,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.012489569394199337,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.014716981470294148
"TG_mu0.1_sigma0.3[0.7, 0.8]--",TG_mu0.1_sigma0.3,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.058597342897201074,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.06539241698546255,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.06859984698904685
"TG_mu0.1_sigma0.3[0.7, 0.8]--",TG_mu0.1_sigma0.3,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.3749166292869746,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.34072678550301916,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.40294136349375603
"TG_mu0.1_sigma0.3[0.7, 0.8]--",TG_mu0.1_sigma0.3,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.21161579188947233,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.19647987951346946,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.22483872625376233
"TG_mu0.1_sigma0.3[0.7, 0.8]--",TG_mu0.1_sigma0.3,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.0988915332914662,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.1266042414640052,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.1333926380623982
"TG_mu0.2_sigma0.4[0.1, 0.7]+-",TG_mu0.2_sigma0.4,"[0.1, 0.7]","[0.37037037037037035, 0.47619047619047616]",+-,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.028922447072698e-68,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",7.521284321250479e-67,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.986295174774904e-69
"TG_mu0.2_sigma0.4[0.1, 0.7]+-",TG_mu0.2_sigma0.4,"[0.1, 0.7]","[0.37037037037037035, 0.47619047619047616]",+-,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.8970173969225538e-67,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.341565665576141e-68,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.7740508893872592e-67
"TG_mu0.2_sigma0.4[0.1, 0.7]+-",TG_mu0.2_sigma0.4,"[0.1, 0.7]","[0.37037037037037035, 0.47619047619047616]",+-,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.3343519456009257e-66,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.0665863915867743e-66,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.0704758905716592e-66
"TG_mu0.2_sigma0.4[0.1, 0.7]+-",TG_mu0.2_sigma0.4,"[0.1, 0.7]","[0.37037037037037035, 0.47619047619047616]",+-,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.0911151358220436e-66,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.8339748847577754e-66,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.0128447931867105e-66
"TG_mu0.2_sigma0.4[0.1, 0.7]+-",TG_mu0.2_sigma0.4,"[0.1, 0.7]","[0.37037037037037035, 0.47619047619047616]",+-,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",8.746005953646213e-66,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.5071112468424148e-65,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",9.095995845808038e-66
"TG_mu0.2_sigma0.4[0.2, 0.7]--",TG_mu0.2_sigma0.4,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.669796024868576e-46,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.021773301234438e-45,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.186236843471862e-47
"TG_mu0.2_sigma0.4[0.2, 0.7]--",TG_mu0.2_sigma0.4,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.222950335977977e-45,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",7.044280536015353e-46,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.713077672165394e-45
"TG_mu0.2_sigma0.4[0.2, 0.7]--",TG_mu0.2_sigma0.4,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.596955615467339e-44,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.9954198320688925e-44,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.0445436965885629e-44
"TG_mu0.2_sigma0.4[0.2, 0.7]--",TG_mu0.2_sigma0.4,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.241298277083947e-44,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.873162084482443e-44,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.6497664974088503e-44
"TG_mu0.2_sigma0.4[0.2, 0.7]--",TG_mu0.2_sigma0.4,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.1674788899416202e-43,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.6108294446067885e-43,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.0304234054541397e-43
"TG_mu0.6_sigma0.1[0.7, 0.9]--",TG_mu0.6_sigma0.1,"[0.7, 0.9]","[0.3448275862068966, 0.37037037037037035]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0671914310408055,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.06552797202572697,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.06022392446376633
"TG_mu0.6_sigma0.1[0.7, 0.9]--",TG_mu0.6_sigma0.1,"[0.7, 0.9]","[0.3448275862068966, 0.37037037037037035]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.28467540428200544,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.2420812223344255,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.28073867110078965
"TG_mu0.6_sigma0.1[0.7, 0.9]--",TG_mu0.6_sigma0.1,"[0.7, 0.9]","[0.3448275862068966, 0.37037037037037035]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.0422449883959461,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.041908091120579,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.046045836352228
"TG_mu0.6_sigma0.1[0.7, 0.9]--",TG_mu0.6_sigma0.1,"[0.7, 0.9]","[0.3448275862068966, 0.37037037037037035]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.7950213810733717,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.7362133935727875,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.8008443226477038
"TG_mu0.6_sigma0.1[0.7, 0.9]--",TG_mu0.6_sigma0.1,"[0.7, 0.9]","[0.3448275862068966, 0.37037037037037035]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.9119003417226565,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.9539220491522795,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.9156395196884461
"TG_mu0.6_sigma0.3[0.3, 0.8]--",TG_mu0.6_sigma0.3,"[0.3, 0.8]","[0.35714285714285715, 0.4347826086956522]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.71181514190574e-36,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.7127593422894934e-36,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",8.344881238755428e-37
"TG_mu0.6_sigma0.3[0.3, 0.8]--",TG_mu0.6_sigma0.3,"[0.3, 0.8]","[0.35714285714285715, 0.4347826086956522]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.2877360104680497e-35,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.7314830114047189e-35,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3848926064963265e-35
"TG_mu0.6_sigma0.3[0.3, 0.8]--",TG_mu0.6_sigma0.3,"[0.3, 0.8]","[0.35714285714285715, 0.4347826086956522]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.8442596240257524e-34,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.180016032651415e-34,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.5292251147588524e-34
"TG_mu0.6_sigma0.3[0.3, 0.8]--",TG_mu0.6_sigma0.3,"[0.3, 0.8]","[0.35714285714285715, 0.4347826086956522]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",8.950003306719085e-35,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.977415183268973e-35,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.593951992515246e-35
"TG_mu0.6_sigma0.3[0.3, 0.8]--",TG_mu0.6_sigma0.3,"[0.3, 0.8]","[0.35714285714285715, 0.4347826086956522]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",9.075842636052071e-34,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.0134217413423665e-33,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.941569402896274e-34
"TG_mu0.1_sigma0.3[0.3, 0.9]+-",TG_mu0.1_sigma0.3,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",+-,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.9385515343796886e-57,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.81068048742292e-58,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.703701460461343e-56
"TG_mu0.1_sigma0.3[0.3, 0.9]+-",TG_mu0.1_sigma0.3,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",+-,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",9.224754413408849e-57,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",9.09491396437366e-56,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",7.534817301666217e-56
"TG_mu0.1_sigma0.3[0.3, 0.9]+-",TG_mu0.1_sigma0.3,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",+-,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",7.395569285192844e-56,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.645329453598175e-55,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.0923676489111677e-55
"TG_mu0.1_sigma0.3[0.3, 0.9]+-",TG_mu0.1_sigma0.3,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",+-,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.3526701971040045e-56,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.5255032404977051e-56,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.1330317681763254e-56
"TG_mu0.1_sigma0.3[0.3, 0.9]+-",TG_mu0.1_sigma0.3,"[0.3, 0.9]","[0.3448275862068966, 0.4347826086956522]",+-,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.8230802776092778e-55,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.0395915089956478e-54,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.0748969160429942e-55
"TG_mu0.2_sigma0.1[0.2, 0.3]--",TG_mu0.2_sigma0.1,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3372273166533755,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3676020025666458,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3383080168775359
"TG_mu0.2_sigma0.1[0.2, 0.3]--",TG_mu0.2_sigma0.1,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.0660286165397532,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.9991381271710886,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.1171051736827187
"TG_mu0.2_sigma0.1[0.2, 0.3]--",TG_mu0.2_sigma0.1,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.4358337656864686,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.4358197072178456,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.4636382545522455
"TG_mu0.2_sigma0.1[0.2, 0.3]--",TG_mu0.2_sigma0.1,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3167752437316693,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3133552146527276,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3315640569279132
"TG_mu0.2_sigma0.1[0.2, 0.3]--",TG_mu0.2_sigma0.1,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.021741293612297,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.0299267961007095,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.0211494778535215
"TG_mu0.2_sigma0.2[0.2, 0.9]++",TG_mu0.2_sigma0.2,"[0.2, 0.9]","[0.3448275862068966, 0.45454545454545453]",++,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",3.1763140003253547e-49,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.1808711803514424e-49,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",3.7018318711116e-49
"TG_mu0.2_sigma0.2[0.2, 0.9]++",TG_mu0.2_sigma0.2,"[0.2, 0.9]","[0.3448275862068966, 0.45454545454545453]",++,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",8.716445824255877e-49,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.176254980469788e-48,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",6.1534838587286195e-49
"TG_mu0.2_sigma0.2[0.2, 0.9]++",TG_mu0.2_sigma0.2,"[0.2, 0.9]","[0.3448275862068966, 0.45454545454545453]",++,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",2.9852339134874965e-49,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.3966650579538132e-48,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.728731859501686e-49
"TG_mu0.2_sigma0.2[0.2, 0.9]++",TG_mu0.2_sigma0.2,"[0.2, 0.9]","[0.3448275862068966, 0.45454545454545453]",++,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.7451716649518095e-49,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",3.690768925584291e-49,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",7.474965292663114e-50
"TG_mu0.2_sigma0.2[0.2, 0.9]++",TG_mu0.2_sigma0.2,"[0.2, 0.9]","[0.3448275862068966, 0.45454545454545453]",++,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.2257027859305411e-49,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",6.918025886007863e-49,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",7.331984577589469e-50
"TG_mu0.1_sigma0.4[0.3, 0.7]--",TG_mu0.1_sigma0.4,"[0.3, 0.7]","[0.37037037037037035, 0.4347826086956522]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.691001313710847e-28,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",8.700747064546713e-28,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.9974413922320224e-28
"TG_mu0.1_sigma0.4[0.3, 0.7]--",TG_mu0.1_sigma0.4,"[0.3, 0.7]","[0.37037037037037035, 0.4347826086956522]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3034018123218971e-27,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.334622986031805e-27,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.9600453217398764e-27
