instance_name,dist,gammas,taus,eps_case,Bank1_start,Bank2_start,hedgeT,closestNE_knownmat,closestNEdist_knownmat,closestNE_fresh1,closestNEdist_fresh1,closestNE_moving1,closestNEdist_moving1
"TG_mu0.1_sigma0.1[0.1, 0.8]++",TG_mu0.1_sigma0.1,"[0.1, 0.8]","[0.35714285714285715, 0.47619047619047616]",++,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",0.8014278149294706,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",0.8133674523861477,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",0.7804942396215565
"TG_mu0.1_sigma0.1[0.1, 0.8]++",TG_mu0.1_sigma0.1,"[0.1, 0.8]","[0.35714285714285715, 0.47619047619047616]",++,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.0799313044535972,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.0784093876721166,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.0933431775251343
"TG_mu0.1_sigma0.1[0.1, 0.8]++",TG_mu0.1_sigma0.1,"[0.1, 0.8]","[0.35714285714285715, 0.47619047619047616]",++,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",0.7442330457970764,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",0.7737720231885561,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",0.7759453866865523
"TG_mu0.1_sigma0.1[0.1, 0.8]++",TG_mu0.1_sigma0.1,"[0.1, 0.8]","[0.35714285714285715, 0.47619047619047616]",++,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",0.7549631267646045,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",0.749515972809325,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",0.7749209976505306
"TG_mu0.1_sigma0.1[0.1, 0.8]++",TG_mu0.1_sigma0.1,"[0.1, 0.8]","[0.35714285714285715, 0.47619047619047616]",++,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",0.442311646410642,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",0.46757907253512343,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",0.44112148089592984
"TG_mu0.8_sigma0.2[0.2, 0.7]--",TG_mu0.8_sigma0.2,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.316642976240492e-12,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.7514181214101604e-12,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.798061803460177e-12
"TG_mu0.8_sigma0.2[0.2, 0.7]--",TG_mu0.8_sigma0.2,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.5851796263746325e-11,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",9.837824516278184e-12,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.1841132939369404e-11
"TG_mu0.8_sigma0.2[0.2, 0.7]--",TG_mu0.8_sigma0.2,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.0844395133583274e-10,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.4258223565394054e-10,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.2781875086957878e-10
"TG_mu0.8_sigma0.2[0.2, 0.7]--",TG_mu0.8_sigma0.2,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.0161380553677153e-10,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.2139875539308566e-10,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",7.367537130823564e-11
"TG_mu0.8_sigma0.2[0.2, 0.7]--",TG_mu0.8_sigma0.2,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.0521412865792812e-09,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",7.677207312560947e-10,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",7.833218644804937e-10
"TG_mu0.1_sigma0.2[0.7, 0.8]--",TG_mu0.1_sigma0.2,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.020632528245302695,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.019837270364838656,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.018604299133853218
"TG_mu0.1_sigma0.2[0.7, 0.8]--",TG_mu0.1_sigma0.2,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.09586546649937647,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.10475316860392771,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.09281871662352172
"TG_mu0.1_sigma0.2[0.7, 0.8]--",TG_mu0.1_sigma0.2,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.5436292359666279,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.6176485547842856,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.5257928714277014
"TG_mu0.1_sigma0.2[0.7, 0.8]--",TG_mu0.1_sigma0.2,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.3290601822018161,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.3536774687258869,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.3147595892557448
"TG_mu0.1_sigma0.2[0.7, 0.8]--",TG_mu0.1_sigma0.2,"[0.7, 0.8]","[0.35714285714285715, 0.37037037037037035]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3607865764704823,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3944839033277332,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3388639338830255
"TG_mu0.1_sigma0.1[0.2, 0.7]++",TG_mu0.1_sigma0.1,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",++,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.3039409628161545,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.2836718122985595,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.269461079644001
"TG_mu0.1_sigma0.1[0.2, 0.7]++",TG_mu0.1_sigma0.1,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",++,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.2482613693449878,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.2569289082474815,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.2616783025939098
"TG_mu0.1_sigma0.1[0.2, 0.7]++",TG_mu0.1_sigma0.1,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",++,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.149800860841321,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.1541005349837148,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.1748229589759833
"TG_mu0.1_sigma0.1[0.2, 0.7]++",TG_mu0.1_sigma0.1,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",++,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.089987820748348,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.0836804579236226,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.0999471370048357
"TG_mu0.1_sigma0.1[0.2, 0.7]++",TG_mu0.1_sigma0.1,"[0.2, 0.7]","[0.37037037037037035, 0.45454545454545453]",++,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",0.9311126763394001,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",0.9904648050325143,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",0.9167698123015604
"TG_mu0.2_sigma0.1[0.1, 0.3]++",TG_mu0.2_sigma0.1,"[0.1, 0.3]","[0.4347826086956522, 0.47619047619047616]",++,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.2996178591951035,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.3019846578483487,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.310085953861348
"TG_mu0.2_sigma0.1[0.1, 0.3]++",TG_mu0.2_sigma0.1,"[0.1, 0.3]","[0.4347826086956522, 0.47619047619047616]",++,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.2710225938690574,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.286122948115965,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.2649914601979844
"TG_mu0.2_sigma0.1[0.1, 0.3]++",TG_mu0.2_sigma0.1,"[0.1, 0.3]","[0.4347826086956522, 0.47619047619047616]",++,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.2117123798788239,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.20852422780394,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.2181601809021694
"TG_mu0.2_sigma0.1[0.1, 0.3]++",TG_mu0.2_sigma0.1,"[0.1, 0.3]","[0.4347826086956522, 0.47619047619047616]",++,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.106746940738558,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.1379738477716466,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",1.1142266871094069
"TG_mu0.2_sigma0.1[0.1, 0.3]++",TG_mu0.2_sigma0.1,"[0.1, 0.3]","[0.4347826086956522, 0.47619047619047616]",++,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",0.9483564140521381,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",0.9466208677299327,"(array([0., 1., 0., 0.]), array([0., 1., 0., 0.]))",0.9628307117576189
"TG_mu0.6_sigma0.3[0.1, 0.9]+-",TG_mu0.6_sigma0.3,"[0.1, 0.9]","[0.3448275862068966, 0.47619047619047616]",+-,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.496395985341302e-93,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",7.118760046481119e-94,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.4934219165321959e-94
"TG_mu0.6_sigma0.3[0.1, 0.9]+-",TG_mu0.6_sigma0.3,"[0.1, 0.9]","[0.3448275862068966, 0.47619047619047616]",+-,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.6929345501930868e-92,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.647513696754767e-93,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.7239482405355845e-93
"TG_mu0.6_sigma0.3[0.1, 0.9]+-",TG_mu0.6_sigma0.3,"[0.1, 0.9]","[0.3448275862068966, 0.47619047619047616]",+-,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3677457047463773e-91,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.984871218925889e-91,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.3668731852412794e-91
"TG_mu0.6_sigma0.3[0.1, 0.9]+-",TG_mu0.6_sigma0.3,"[0.1, 0.9]","[0.3448275862068966, 0.47619047619047616]",+-,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.493885977678259e-92,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.360860261181242e-92,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.49456065490655e-92
"TG_mu0.6_sigma0.3[0.1, 0.9]+-",TG_mu0.6_sigma0.3,"[0.1, 0.9]","[0.3448275862068966, 0.47619047619047616]",+-,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.697381779383997e-91,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.80670436420638e-91,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.058571282325317e-91
"TG_mu0.2_sigma0.2[0.2, 0.3]--",TG_mu0.2_sigma0.2,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.002758050600491375,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0025235377514064346,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0023334386914029715
"TG_mu0.2_sigma0.2[0.2, 0.3]--",TG_mu0.2_sigma0.2,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.013308959796671948,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.01493285832886482,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.01204045115210211
"TG_mu0.2_sigma0.2[0.2, 0.3]--",TG_mu0.2_sigma0.2,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.10120686387060775,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.12776062611430655,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.09478596518492144
"TG_mu0.2_sigma0.2[0.2, 0.3]--",TG_mu0.2_sigma0.2,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.05105048848038435,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.06115649261128556,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.046868930590343943
"TG_mu0.2_sigma0.2[0.2, 0.3]--",TG_mu0.2_sigma0.2,"[0.2, 0.3]","[0.4347826086956522, 0.45454545454545453]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.41512398266216755,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.46137744643074896,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.39331678097838274
"TG_mu0.6_sigma0.4[0.7, 0.9]--",TG_mu0.6_sigma0.4,"[0.7, 0.9]","[0.3448275862068966, 0.37037037037037035]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.20500631902036e-05,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.4073407649767856e-05,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",2.096107982929372e-05
"TG_mu0.6_sigma0.4[0.7, 0.9]--",TG_mu0.6_sigma0.4,"[0.7, 0.9]","[0.3448275862068966, 0.37037037037037035]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0001558608065054998,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.00016025637290149436,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0001225335163307849
"TG_mu0.6_sigma0.4[0.7, 0.9]--",TG_mu0.6_sigma0.4,"[0.7, 0.9]","[0.3448275862068966, 0.37037037037037035]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0012558231330323185,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.001342854808584538,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0011006738882029781
"TG_mu0.6_sigma0.4[0.7, 0.9]--",TG_mu0.6_sigma0.4,"[0.7, 0.9]","[0.3448275862068966, 0.37037037037037035]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0006128948938065329,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0005631531360388454,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.0005510424043044191
"TG_mu0.6_sigma0.4[0.7, 0.9]--",TG_mu0.6_sigma0.4,"[0.7, 0.9]","[0.3448275862068966, 0.37037037037037035]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.006345823140338224,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.00825885822946992,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.005779557628719978
"TG_mu0.8_sigma0.2[0.1, 0.2]--",TG_mu0.8_sigma0.2,"[0.1, 0.2]","[0.45454545454545453, 0.47619047619047616]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.022922089443991087,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.02484575935049103,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.02405613520166835
"TG_mu0.8_sigma0.2[0.1, 0.2]--",TG_mu0.8_sigma0.2,"[0.1, 0.2]","[0.45454545454545453, 0.47619047619047616]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.10606776796042028,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.09944700497722458,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.10310133354072865
"TG_mu0.8_sigma0.2[0.1, 0.2]--",TG_mu0.8_sigma0.2,"[0.1, 0.2]","[0.45454545454545453, 0.47619047619047616]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.583628884064021,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.6021101684302405,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.5628021529367832
"TG_mu0.8_sigma0.2[0.1, 0.2]--",TG_mu0.8_sigma0.2,"[0.1, 0.2]","[0.45454545454545453, 0.47619047619047616]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.3601035350054133,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.3674549141803286,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.3541039649657904
"TG_mu0.8_sigma0.2[0.1, 0.2]--",TG_mu0.8_sigma0.2,"[0.1, 0.2]","[0.45454545454545453, 0.47619047619047616]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.4216678933873612,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.4118815064679215,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.4220945945959382
"TG_mu0.6_sigma0.3[0.3, 0.7]--",TG_mu0.6_sigma0.3,"[0.3, 0.7]","[0.37037037037037035, 0.4347826086956522]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",9.942313242896888e-26,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.4386385066141187e-26,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",6.967918188850223e-26
"TG_mu0.6_sigma0.3[0.3, 0.7]--",TG_mu0.6_sigma0.3,"[0.3, 0.7]","[0.37037037037037035, 0.4347826086956522]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.829928688752651e-25,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",4.782125791949075e-25,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",5.437104997511801e-25
"TG_mu0.6_sigma0.3[0.3, 0.7]--",TG_mu0.6_sigma0.3,"[0.3, 0.7]","[0.37037037037037035, 0.4347826086956522]",--,[0.13324052 0.04488414 0.31780489 0.50407045],[0.75894384 0.10475581 0.10678548 0.02951487],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.893632543803667e-24,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.1600939293640546e-23,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",3.9627070293632015e-24
"TG_mu0.6_sigma0.3[0.3, 0.7]--",TG_mu0.6_sigma0.3,"[0.3, 0.7]","[0.37037037037037035, 0.4347826086956522]",--,[0.38425003 0.0244683  0.35058422 0.24069745],[0.27066977 0.44269066 0.14074244 0.14589713],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.8930594583636384e-24,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.5301158539358542e-24,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.617576049202564e-24
"TG_mu0.6_sigma0.3[0.3, 0.7]--",TG_mu0.6_sigma0.3,"[0.3, 0.7]","[0.37037037037037035, 0.4347826086956522]",--,[0.51666854 0.24408753 0.1524079  0.08683603],[0.16783577 0.11610728 0.01474925 0.70130771],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.9365222148905624e-23,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.8184636932453598e-23,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",1.4966878644136128e-23
"TG_mu0.8_sigma0.1[0.1, 0.3]--",TG_mu0.8_sigma0.1,"[0.1, 0.3]","[0.4347826086956522, 0.47619047619047616]",--,[0.04872488 0.24038478 0.43185669 0.27903365],[0.02161625 0.02915701 0.15514951 0.79407723],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.2757558058399187,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.26844676684803176,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.28297201715958975
"TG_mu0.8_sigma0.1[0.1, 0.3]--",TG_mu0.8_sigma0.1,"[0.1, 0.3]","[0.4347826086956522, 0.47619047619047616]",--,[0.30227189 0.0058425  0.3557959  0.33608971],[0.06957095 0.51402032 0.28381321 0.13259552],100000,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.8497642341523466,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.8648065762098915,"(array([0., 0., 1., 0.]), array([0., 0., 1., 0.]))",0.8487267077778882
